ephyra,n.[动]蝶状幼体
epicoracoid,adj.&n.[动]上(鸟)喙骨(的)
epigamic,[动]诱惑性的
epigastrium,"n.[解]腹上部,[动]第一腹片"
epigeal,"adj.[动]生长在地上的,贴地生长的,浅水生长的"
epiplastron,n.[动]上腹甲(龟鳖类的腹甲之一)
epizoon,"n.[动]体表寄生动物,皮表寄生虫"
epollicate,adj.[动]没有拇指的
epruinose,adj.[植][动]无粉的
equivalve,adj.[动]两壳形式和大小相同的
equus,n.[动]马属(包括马、驴、斑马等)
eremophilous,"adj.[动]栖荒漠的,荒漠生的"
ermine,"n.[动]貂,貂的白毛皮"
erne,n.[动]白尾鹫
esquamate,adj.[动]没有鳞片的
estivate,"vi.[动]度夏,过夏天,夏眠"
estrum,"n.[动]动情期,动情周期"
estrus,"n.[动]动情期,动情周期"
euciliate,n.&adj.[动]真纤毛亚纲的纤毛原生动物(的)
euglena,n.[动]眼虫属
euglenid,"n.[动]眼虫,(单细胞)鞭毛虫"
euro,adj.=European  n.[动]岩大袋鼠[澳洲土著语]
euryphage,n.[动]广食性(指能吃各种食物生存)
euryphagous,adj.[动]广食性的(指能吃各种食物生存)
eurystomatous,"adj.[动]阔嘴的,有可扩展的嘴的"
eutherian,adj.&n.[动]真哺乳亚纲的(动物)
exarticulate,adj.[动]无关节的
excaudate,adj.[动]没有尾的
exfoliate,"vi.[植]片状剥落,[动]鳞片样脱落,[地]页状剥落vt.使片状脱落,使鳞片脱落"
exoskeleton,n.[动] 外骨骼
extrorse,"adj.[植][动](花药)向外的,向轴外的"
exumbrella,"n.[动]外伞,上伞(水母伞的外凸面)"
exuviae,"n.[动]脱落的皮,空壳"
exuviation,"n.[动]脱皮,脱壳"
eyespot,"n.[动]眼点(退化的单眼),[植](藻的)眼点,眼状斑纹"
falcon,n.[动](猎鸟用的)猎鹰
fallfish,n.[动]小眼须雅罗鱼(产于北美的瀑布或急流中)
farinose,"adj.产粉的,含粉的,粉末状的,生淀粉的,产粉的,[动][植]具粉的,被粉的"
fasciated,"adj.用带子(尤指彩色阔带)束住的,[动]具横带的,[植]扁化的,带化的,成束的,簇生的"
fasciole,n.[动]狭窄的色带
fastigiate,"adj.锥形的,倾斜的,[植]帚状的,[动]平安的,圆束状的"
fecundity,"n.多产,丰饶,肥沃,[动]产卵力,生育力,[植]结实性"
femur,"n.[解]大腿骨,腿节,[动](昆虫的)腿节,股节"
fenestrate,"adj.[动]具有透明点的,[植]有窗的,有窗状小孔的"
fennec,n.[动]一种非洲产的大耳小狐
ferdelance,n.[动]一种大毒蛇
fertilizer,"n.肥料(尤指化学肥料),[动]受精媒介物"
fetiparous,adj.[动]胎儿未发育完就生产的
fibril,"n.小纤维,[动]纤丝,原纤维,[植]根毛"
filariae,n.[动]丝虫属
filopodium,n.[动](根足虫的)外肉伪足
finback,n.[动] 长须鲸
finch,"n.[动]雀类(如燕雀,金翅雀等)"
fingerfish,n.[动]海星
fissiped,n.[动] 裂趾类动物adj.足趾分裂的
fitchew,"n.[动]艾鼬,艾鼬皮毛"
flabellinerved,adj.[动]神经呈扇形排列的
flabellum,"n.[动]扇形器官(结构),教皇仪仗扇"
flagellum,"n.[动]鞭毛,鞭子,[植]鞭状匍匐枝"
flamingo,"n.[动]火烈鸟(形体似鹤,有粉红色,深红色和黑色羽毛)"
flickertail,n.[动]金花鼠
flinthead,n.[动]朱鹭
flittermouse,n.[动]蝙蝠
foliole,"n.[植]小叶,[动]叶状突"
foram,n.[动]有孔虫
foramen,n.[动][植]孔
foraminiferan,n.[动]有孔虫目
forficulate,adj.[动]形状像小剪刀的
formicivorous,adj.[动]食蚂蚁的
fringillid,n.[动]雀科之鸟
froglet,"n.[动]小蛙,幼蛙"
frogling,n.[动]小蛙
frogmouth,n.[动]蛙嘴夜鹰
frugivorous,adj.[动]常食果实的
fugu,n.[动]河豚
fulmar,n.[动]管鼻藿
gadid,n.[动]鳕科之鱼adj.[动]鳕科的
galago,"n.[动]狉 ,丛猴,夜猴"
galleyworm,n.[动]倍足纲的多足昆虫
garganey,n.[动]巡凫
gasteropod,n.[动]腹足软体动物
gastropod,"n.[动] 腹足动物,[动]腹足纲(Gastropod)的软体动物"
gastrotrich,n.[动]腹毛动物(指腹毛类微小的假体腔动物)
gaur,"n.[动]白肢野牛,印度野牛(产于印度,缅甸等国,是现存最大的野牛)"
gavial,n.[动]大鳄鱼(指印度鳄或马来鳄)
gayal,n.[动](产于印度的)大额牛
gazehound,n.[动](靠视觉而不是靠嗅觉追猎的)锐目猎犬
gazelle,n.[动]瞪羚
geep,n.[动](由山羊与绵羊杂交而生的)山绵羊
gelada,n.[动]狒狒
gemsbok,n.[动]南非产的大羚羊之一种
gemsbuck,n.(=gemsbok)[动]大羚羊
gena,n.[解][动]颊
genal,adj.[解][动]颊的
gerbil,n.[动]沙鼠
gerenuk,n.[动]非洲瞪羚
germule,"n.[动]初胚,小胚芽(胎)"
gila,n.[动]毒蜥(产于美国西南部)
gnatcatcher,n.[动]食虫鸣禽
gnathite,n.[动]颚形附器
goatfish,n.[动]绯鲵鲣(一种海鱼)
goatling,n.[动]小山羊
godwit,n.[动]黑尾豫
goldeneye,n.[动]白颊鸭
gorgonia,n.[动]柳珊瑚
grampus,"n.[动]灰海豚,虎鲸"
graphiure,n.[动]非洲睡鼠
grayhound,"n.[动]灰狗,[海]快速船"
gregarinian,adj.[动]簇虫(类)的
gribble,"n.[动]蛀木水虱,吃木虫"
grilse,"n.[动]溯河产卵鲑,幼鲑"
grison,n.[动]灰鼬(产于南美洲和中美洲)
grivet,n.[动]黑长尾猴(产于非洲)
groenendael,n.[动]比利时牧羊狗
grosbeak,"n.[动] 蜡嘴鸟,雀科"
grouper,n.[动]鲶科鱼
grysbok,n.[动](南非产)羚羊之一种
guana,"n.[动]鬣蜥,巨蜥"
guenon,n.[动]长尾猴
guillemot,n.[动]海雀科的鸟
gull,"n.[动] 鸥,易受骗之人,笨人vt.欺诈,骗,使上当"
gymnogenous,adj.[动](鸟等)裸生的
gynogenesis,"n.[动]雌核生殖,雌核发育"
gyration,"n.旋回,回转,旋转,[动]螺层"
habu,n.[动]响尾蛇属毒蛇(产于琉球群岛及其附近地区)
haematocryal,adj.[动]冷血的
hairstreak,"n.[动]翅上有细纹的蝶,灰蝶科"
halfbeak,n.[动]鱼箴科鱼(一种下颚特别长的鱼)
haliotis,[单复同]n.[动]鲍属软体动物
hamadryas,n.[动]狒狒(产于北非及阿拉伯)
hartbeest,"n.[动]麋羊(南非产),羚羊"
hartebeest,n.(=hartbeest)[动]大羚羊(产于非洲)
hawksbill,n.[动]玳瑁(一种中型海龟)
heartworm,n.[动]犬恶丝虫
hectocotylus,"n.[动]交接腕,化茎腕"
hedgepig,"n.(=hedgehog)[动]刺猬,<美>豪猪n.[军]棱型拒马障碍物,刺猬弹,反潜火箭,环形筑垒阵地"
hedgeshrew,n.[动]田鼠(产于欧洲)
hematophagous,adj.<美>[动]食血为生的
hemichordate,n.[动]半索海生动物纲adj.半索动物纲的
hepatopancreas,n.[动](甲壳动物的)肝胰腺
herpetology,n.[动]爬虫学
heterocercal,adj.[动]歪尾的
heteropterous,adj.[动]半翅的
hibernacle,n.[动]动物冬眠的场所
hibernacula,"n.[动]冬眠处,[植]离体冬芽"
hickwall,n.[动]啄木鸟
hirudinean,n.[动]蛭纲adj.蛭纲的
hoatzin,n.[动]麝雉
hogfish,"n.[动]任何似猪形之鱼,一种食用鱼"
holarctic,adj.[动]全北区的
holomyarian,adj.[动]全肌的(指某些线虫有肌肉层带但无肌细胞的)
holoparasite,n.[动]全寄生物
holothurian,n.[动] 海参adj.海参的
hominoid,"n.[动]人科之动物adj.人的,似人猿的"
homodont,adj.[动]同型齿的
homoecious,"adj.[动]单寄主的,单宿主的"
homoeothermal,"adj.[动]温血的,同温的,恒温的"
homoeothermic,"adj.[动]温血的,同温的,恒温的"
homoiothermal,"adj.[动]恒温的,同温的,温血的(亦作homoiothermic)"
homothallic,adj.[动]同宗配合的
honeycreeper,"n.[动]蜜旋木雀,型似蜜旋木雀之鸟"
honeyeater,n.[动]蜜雀
hoptoad,n.[动]蟾蜍
hornbill,"n.[动]犀鸟,犀鸟科"
horntail,n.[动]树蜂科动物
hornworm,n.[动]天蛾幼虫
horsefoot,n.[动] 鲎
huntaway,n.[动]牧羊犬adj.经训练可牧羊的
hydra,"n.[希神]九头怪蛇,难以根除之祸害,[动]水螅"
hydrae,"难以根除的祸害,[动]水螅"
hydranth,n.[动] 水螅体
hydromedusa,n.[动]水螅水母
hydromedusan,adj.[动]水螅水母的
hydrosoma,n.[动]水螅群体
hydrosome,n.[动]水螅群体
hydrozoa,n.[动]水螅纲
hyena,"n.[动]土狼,鬣狗"
hyla,n.[动]雨蛙
hypoderma,"n.[植]下皮,[动]真皮"
hypodermal,"adj.[动]皮下的,[植]下皮的"
hypodermis,"n.[植]下皮,[动]真皮"
hypognathous,adj.[动]下口式的
hystricomorphic,adj.[动]豪猪型亚目的
ichneumon,"n.[动]埃及蠓,[昆](=ichneumon fly)姬蜂"
iguana,n.[动]鬣蜥(一种产于南美洲和西印度群岛的大蜥蜴)
impala,n.[动]黑斑羚(产于非洲中南部)
indri,n.[动]马达加斯加大狐猴
indusiate,"adj.[植]囊群盖的,[动]幼虫膜的"
inequivalve,adj.[动](牡蛎等)两片壳不等瓣的
infralabial,adj.[动]在唇下的
infusorial,"adj.[动]滴虫的,纤毛虫的"
infusorian,"n.[动] 纤毛虫adj.纤毛虫的n.[动]滴虫类原生动物,纤毛虫类,纤毛虫纲"
inkfish,"n.[动]墨鱼,乌贼"
inquiline,n.[动]寄居动物adj.寄居动物的
inquilinism,n.[动]寄居动物
inquilinous,"adj.[动]寄居动物的,寄居的,寄食的"
insectivora,n.[动]食虫类
interradial,"adj.[动](海星、海胆等棘皮类动物)间辐的,径间的"
intersterile,adj.[动][植]互交不孕的
inyala,[单复同]n.[动]林羚(一种南非羚羊)
isoagglutination,"n.[生理][动]同种凝集(反应),同族凝集(反应)"
isospondylous,adj.[动]等椎目的(等椎目为鱼纲硬骨鱼类中的一目)
ixodid,[动]n.硬蜱
jacana,"n.[动] 水雉(一种小涉禽,产于热带)"
jacobin,"n.<法> 法国雅各宾派,雅各宾党人adj.雅各宾派及其政策的n.[动] 毛领鸽"
jaeger,"n.纯毛织品,[动] 贼鸥"
jager,n.[动] (=jaeger)贼鸥
jaguarondi,n.[动] 豹猫之一种(产于热带美洲)n.[动] 美洲山猫
jaguarundi,n.[动] 美洲山猫
javelina,n.[动] (=peccary)一种野猪
jewelfish,n.[动] 珠宝鱼(产于非洲)
jocko,"n.[动]黑猩猩,猴"
jointworm,n.<美>[动]禾茎广肩小蜂
